run_index,frame_interval_ms,prep_stall_ms,infer_stall_ms,num_detections
0,156,0,38,0
1,159,0,40,0
2,157,0,38,0
3,167,1,38,0
4,159,0,41,0
5,154,1,38,0
6,163,1,38,0
7,160,1,41,0
8,155,0,38,0
9,156,0,38,0
10,160,0,40,0
11,156,0,38,0
12,158,1,38,0
13,157,0,40,0
14,153,0,37,0
15,156,0,37,0
16,160,0,40,0
17,154,0,38,0
18,158,1,38,0
19,158,0,40,0
