run_index,frame_interval_ms,prep_stall_ms,infer_stall_ms,num_detections
0,159,0,40,0
1,155,0,38,0
2,156,1,38,0
3,159,0,40,0
4,156,0,38,0
5,159,0,38,0
6,160,0,41,0
7,156,0,38,0
8,156,0,38,0
9,159,0,40,0
10,155,0,37,0
11,157,1,38,0
12,159,0,40,0
13,155,0,38,0
14,156,0,38,0
15,158,0,40,0
16,161,1,38,0
17,155,0,38,0
18,159,0,41,0
19,155,1,38,0
