run_index,frame_interval_ms,prep_stall_ms,infer_stall_ms,num_detections
0,159,0,41,0
1,155,1,38,0
2,155,0,38,0
3,160,0,41,0
4,153,1,38,0
5,157,1,38,0
6,160,0,41,0
7,154,0,38,0
8,156,1,38,0
9,158,0,40,0
10,154,0,38,0
11,157,0,38,0
12,160,0,40,0
13,154,0,38,0
14,163,0,38,0
15,161,0,41,0
16,156,1,39,0
17,156,1,38,0
18,158,0,40,0
19,154,1,38,0
