run_index,frame_interval_ms,prep_stall_ms,infer_stall_ms,num_detections
0,161,0,40,0
1,151,0,35,0
2,159,0,39,0
3,157,0,38,0
4,160,0,40,0
5,154,1,35,0
6,161,1,41,0
7,152,1,35,0
8,162,0,41,0
9,155,0,38,0
10,159,0,41,0
11,153,1,35,0
12,160,1,41,0
13,151,1,35,0
14,161,0,40,0
15,155,0,38,0
16,157,0,38,0
17,158,0,40,0
18,156,0,38,0
19,163,1,38,0
