run_index,frame_interval_ms,prep_stall_ms,infer_stall_ms,num_detections
0,158,0,41,0
1,155,0,38,0
2,157,0,38,0
3,159,0,40,0
4,154,1,38,0
5,154,1,38,0
6,159,0,40,0
7,153,0,38,0
8,157,1,38,0
9,158,0,40,0
10,156,1,38,0
11,158,1,38,0
12,158,0,40,0
13,155,0,38,0
14,163,0,38,0
15,158,0,40,0
16,154,1,38,0
17,156,0,37,0
18,160,0,41,0
19,154,1,38,0
