run_index,frame_interval_ms,prep_stall_ms,infer_stall_ms,num_detections
0,159,0,41,0
1,149,0,35,0
2,160,0,40,0
3,153,0,38,0
4,157,0,38,0
5,160,0,41,0
6,152,0,38,0
7,159,1,38,0
8,159,0,41,0
9,154,0,38,0
10,155,0,38,0
11,158,0,41,0
12,154,0,38,0
13,155,0,38,0
14,158,0,41,0
15,153,0,38,0
16,156,1,38,0
17,158,0,41,0
18,152,0,35,0
19,160,0,40,0
