run_index,frame_interval_ms,prep_stall_ms,infer_stall_ms,num_detections
0,160,0,40,0
1,151,0,35,0
2,165,0,40,0
3,156,1,38,0
4,155,0,37,0
5,160,0,40,0
6,155,0,38,0
7,157,0,37,0
8,159,0,40,0
9,155,1,38,0
10,156,0,37,0
11,159,1,41,0
12,153,1,38,0
13,156,1,38,0
14,160,0,40,0
15,155,0,38,0
16,156,1,38,0
17,161,0,41,0
18,159,0,38,0
19,156,0,38,0
