run_index,frame_interval_ms,prep_stall_ms,infer_stall_ms,num_detections
0,160,0,40,0
1,153,0,38,0
2,158,0,40,0
3,155,0,38,0
4,158,0,40,0
5,150,0,35,0
6,161,0,40,0
7,153,0,38,0
8,163,0,38,0
9,162,1,41,0
10,153,0,38,0
11,156,1,38,0
12,159,0,41,0
13,153,0,38,0
14,163,0,38,0
15,160,0,41,0
16,155,0,38,0
17,157,0,38,1
18,158,0,40,0
19,153,0,38,0
