t_ms,phase_idx,phase,frame_seq,dx,dy,body_fw,body_left,pos_fw,pos_left,confidence,imu_x_mg,imu_y_mg,imu_z_mg
16526,5,MOVE_BACK,2214,0,0,0,0,8,0,248,0,0,0
16566,5,MOVE_BACK,2215,0,0,0,0,8,0,248,0,0,0
16608,5,MOVE_BACK,2216,0,0,0,0,8,0,248,0,0,0
16649,5,MOVE_BACK,2217,0,0,0,0,8,0,248,0,0,0
16700,5,MOVE_BACK,2218,0,0,0,0,8,0,248,0,0,0
16744,5,MOVE_BACK,2219,0,0,0,0,8,0,248,0,0,0
16803,5,MOVE_BACK,2220,1,0,-1,0,7,0,248,0,0,0
16824,5,MOVE_BACK,2221,0,0,0,0,7,0,248,0,0,0
16883,5,MOVE_BACK,2222,0,0,0,0,7,0,248,0,0,0
16904,5,MOVE_BACK,2223,0,0,0,0,7,0,248,0,0,0
16944,5,MOVE_BACK,2224,0,0,0,0,7,0,248,0,0,0
17002,5,MOVE_BACK,2225,0,0,0,0,7,0,248,0,0,0
17024,5,MOVE_BACK,2226,0,0,0,0,7,0,248,0,0,0
17084,5,MOVE_BACK,2227,0,0,0,0,7,0,248,0,0,0
17121,5,MOVE_BACK,2228,0,0,0,0,7,0,248,0,0,0
17143,5,MOVE_BACK,2229,0,0,0,0,7,0,248,0,0,0
17187,5,MOVE_BACK,2230,-1,0,1,0,8,0,248,0,0,0
17227,5,MOVE_BACK,2231,1,0,-1,0,7,0,244,0,0,0
17267,5,MOVE_BACK,2232,-1,0,1,0,8,0,248,0,0,0
17307,5,MOVE_BACK,2233,0,0,0,0,8,0,248,0,0,0
17348,5,MOVE_BACK,2234,0,0,0,0,8,0,248,0,0,0
17388,5,MOVE_BACK,2235,0,0,0,0,8,0,248,0,0,0
17428,5,MOVE_BACK,2236,0,0,0,0,8,0,248,0,0,0
17490,5,MOVE_BACK,2237,0,0,0,0,8,0,248,0,0,0
17534,5,MOVE_BACK,2238,0,0,0,0,8,0,248,0,0,0
17574,5,MOVE_BACK,2239,0,0,0,0,8,0,248,0,0,0
17618,5,MOVE_BACK,2240,0,0,0,0,8,0,248,0,0,0
17665,5,MOVE_BACK,2241,0,0,0,0,8,0,248,0,0,0
17712,5,MOVE_BACK,2242,0,0,0,0,8,0,248,0,0,0
17755,5,MOVE_BACK,2243,-1,0,1,0,9,0,248,0,0,0
17798,5,MOVE_BACK,2244,0,0,0,0,9,0,248,0,0,0
17847,5,MOVE_BACK,2245,0,0,0,0,9,0,248,0,0,0
17890,5,MOVE_BACK,2246,0,0,0,0,9,0,248,0,0,0
17933,5,MOVE_BACK,2247,-1,0,1,0,10,0,248,0,0,0
17973,5,MOVE_BACK,2248,0,0,0,0,10,0,248,0,0,0
18015,5,MOVE_BACK,2249,0,0,0,0,10,0,248,0,0,0
18058,6,WAIT_c3,2250,0,0,0,0,10,0,248,0,0,0
18106,6,WAIT_c3,2251,0,0,0,0,10,0,248,0,0,0
18155,6,WAIT_c3,2252,0,0,0,0,10,0,248,0,0,0
18196,6,WAIT_c3,2253,0,0,0,0,10,0,248,0,0,0
18241,6,WAIT_c3,2254,0,0,0,0,10,0,248,0,0,0
18291,6,WAIT_c3,2255,0,0,0,0,10,0,248,0,0,0
18349,6,WAIT_c3,2256,0,0,0,0,10,0,248,0,0,0
18371,6,WAIT_c3,2257,-1,0,1,0,11,0,248,0,0,0
18428,6,WAIT_c3,2258,0,0,0,0,11,0,248,0,0,0
18450,6,WAIT_c3,2259,0,0,0,0,11,0,248,0,0,0
18491,6,WAIT_c3,2260,-1,0,1,0,12,0,248,0,0,0
18533,6,WAIT_c3,2261,0,0,0,0,12,0,248,0,0,0
18574,6,WAIT_c3,2262,0,0,0,0,12,0,248,0,0,0
18614,6,WAIT_c3,2263,0,0,0,0,12,0,248,0,0,0
18656,6,WAIT_c3,2264,0,0,0,0,12,0,248,0,0,0
18700,6,WAIT_c3,2265,0,0,0,0,12,0,248,0,0,0
18748,6,WAIT_c3,2266,0,0,0,0,12,0,248,0,0,0
18793,6,WAIT_c3,2267,0,0,0,0,12,0,248,0,0,0
18852,6,WAIT_c3,2268,0,0,0,0,12,0,248,0,0,0
18889,6,WAIT_c3,2269,0,0,0,0,12,0,248,0,0,0
18911,6,WAIT_c3,2270,0,0,0,0,12,0,248,0,0,0
18953,6,WAIT_c3,2271,0,0,0,0,12,0,248,0,0,0
19014,6,WAIT_c3,2272,0,0,0,0,12,0,248,0,0,0
19055,6,WAIT_c3,2273,0,0,0,0,12,0,248,0,0,0
19096,6,WAIT_c3,2274,0,0,0,0,12,0,248,0,0,0
19137,6,WAIT_c3,2275,0,0,0,0,12,0,248,0,0,0
19177,6,WAIT_c3,2276,0,0,0,0,12,0,248,0,0,0
19219,6,WAIT_c3,2277,0,0,0,0,12,0,248,0,0,0
19261,6,WAIT_c3,2278,0,0,0,0,12,0,248,0,0,0
19311,6,WAIT_c3,2279,0,0,0,0,12,0,248,0,0,0
19354,6,WAIT_c3,2280,0,0,0,0,12,0,248,0,0,0
19395,6,WAIT_c3,2281,0,0,0,0,12,0,248,0,0,0
19438,6,WAIT_c3,2282,0,0,0,0,12,0,248,0,0,0
19481,6,WAIT_c3,2283,0,0,0,0,12,0,248,0,0,0
19530,6,WAIT_c3,2284,0,0,0,0,12,0,248,0,0,0
19574,6,WAIT_c3,2285,0,0,0,0,12,0,248,0,0,0
19614,6,WAIT_c3,2286,0,0,0,0,12,0,248,0,0,0
19654,6,WAIT_c3,2287,0,0,0,0,12,0,248,0,0,0
19713,6,WAIT_c3,2288,0,0,0,0,12,0,248,0,0,0
19734,6,WAIT_c3,2289,0,0,0,0,12,0,248,0,0,0
19755,6,WAIT_c3,2290,0,0,0,0,12,0,248,0,0,0
19815,6,WAIT_c3,2291,0,0,0,0,12,0,248,0,0,0
19836,6,WAIT_c3,2292,0,0,0,0,12,0,248,0,0,0
19897,6,WAIT_c3,2293,0,0,0,0,12,0,248,0,0,0
19942,6,WAIT_c3,2294,0,0,0,0,12,0,248,0,0,0
19990,6,WAIT_c3,2295,0,0,0,0,12,0,248,0,0,0
20037,6,WAIT_c3,2296,0,0,0,0,12,0,248,0,0,0
20077,7,MOVE_L,2297,0,0,0,0,12,0,248,0,0,0
20120,7,MOVE_L,2298,0,0,0,0,12,0,248,0,0,0
20169,7,MOVE_L,2299,0,0,0,0,12,0,248,0,0,0
20216,7,MOVE_L,2300,0,0,0,0,12,0,248,0,0,0
20257,7,MOVE_L,2301,0,0,0,0,12,0,248,0,0,0
20297,7,MOVE_L,2302,0,0,0,0,12,0,248,0,0,0
20337,7,MOVE_L,2303,0,0,0,0,12,0,248,0,0,0
20377,7,MOVE_L,2304,0,0,0,0,12,0,248,0,0,0
20418,7,MOVE_L,2305,0,0,0,0,12,0,248,0,0,0
20458,7,MOVE_L,2306,0,0,0,0,12,0,248,0,0,0
20519,7,MOVE_L,2307,0,0,0,0,12,0,248,0,0,0
20560,7,MOVE_L,2308,0,0,0,0,12,0,248,0,0,0
20600,7,MOVE_L,2309,0,0,0,0,12,0,248,0,0,0
20641,7,MOVE_L,2310,0,0,0,0,12,0,248,0,0,0
20681,7,MOVE_L,2311,0,0,0,0,12,0,248,0,0,0
20721,7,MOVE_L,2312,0,0,0,0,12,0,248,0,0,0
20762,7,MOVE_L,2313,1,0,-1,0,11,0,248,0,0,0
20803,7,MOVE_L,2314,0,0,0,0,11,0,248,0,0,0
20847,7,MOVE_L,2315,0,0,0,0,11,0,248,0,0,0
20895,7,MOVE_L,2316,0,0,0,0,11,0,248,0,0,0
20944,7,MOVE_L,2317,0,0,0,0,11,0,248,0,0,0
20988,7,MOVE_L,2318,0,0,0,0,11,0,248,0,0,0
21035,7,MOVE_L,2319,0,0,0,0,11,0,248,0,0,0
21084,7,MOVE_L,2320,0,0,0,0,11,0,248,0,0,0
21125,7,MOVE_L,2321,0,0,0,0,11,0,248,0,0,0
21174,7,MOVE_L,2322,0,0,0,0,11,0,248,0,0,0
21224,7,MOVE_L,2323,0,0,0,0,11,0,248,0,0,0
21265,7,MOVE_L,2324,0,0,0,0,11,0,248,0,0,0
21307,7,MOVE_L,2325,0,0,0,0,11,0,248,0,0,0
21348,7,MOVE_L,2326,0,0,0,0,11,0,248,0,0,0
21397,7,MOVE_L,2327,0,0,0,0,11,0,248,0,0,0
21452,7,MOVE_L,2328,0,0,0,0,11,0,248,0,0,0
21499,7,MOVE_L,2329,0,0,0,0,11,0,248,0,0,0
21546,7,MOVE_L,2330,0,0,0,0,11,0,248,0,0,0
21586,7,MOVE_L,2331,0,0,0,0,11,0,248,0,0,0
21626,7,MOVE_L,2332,0,0,0,0,11,0,248,0,0,0
21674,7,MOVE_L,2333,0,0,0,0,11,0,248,0,0,0
21724,7,MOVE_L,2334,0,0,0,0,11,0,248,0,0,0
21780,7,MOVE_L,2335,0,0,0,0,11,0,248,0,0,0
21802,7,MOVE_L,2336,0,0,0,0,11,0,248,0,0,0
21847,7,MOVE_L,2337,0,0,0,0,11,0,248,0,0,0
21887,7,MOVE_L,2338,0,0,0,0,11,0,248,0,0,0
21927,7,MOVE_L,2339,0,0,0,0,11,0,248,0,0,0
21967,7,MOVE_L,2340,0,0,0,0,11,0,248,0,0,0
22007,7,MOVE_L,2341,0,0,0,0,11,0,252,0,0,0
22077,7,MOVE_L,2342,0,0,0,0,11,0,248,0,0,0
22119,7,MOVE_L,2343,0,0,0,0,11,0,248,0,0,0
22161,7,MOVE_L,2344,0,0,0,0,11,0,248,0,0,0
22204,7,MOVE_L,2345,0,0,0,0,11,0,248,0,0,0
22253,7,MOVE_L,2346,0,0,0,0,11,0,248,0,0,0
22296,7,MOVE_L,2347,0,0,0,0,11,0,248,0,0,0
22337,7,MOVE_L,2348,0,0,0,0,11,0,248,0,0,0
22377,7,MOVE_L,2349,0,0,0,0,11,0,248,0,0,0
22417,7,MOVE_L,2350,0,0,0,0,11,0,248,0,0,0
22457,7,MOVE_L,2351,0,0,0,0,11,0,248,0,0,0
22497,7,MOVE_L,2352,1,0,-1,0,10,0,248,0,0,0
22537,7,MOVE_L,2353,0,0,0,0,10,0,248,0,0,0
22577,7,MOVE_L,2354,0,0,0,0,10,0,248,0,0,0
22617,7,MOVE_L,2355,0,0,0,0,10,0,248,0,0,0
22658,7,MOVE_L,2356,0,0,0,0,10,0,248,0,0,0
22698,7,MOVE_L,2357,0,0,0,0,10,0,248,0,0,0
22738,7,MOVE_L,2358,0,0,0,0,10,0,248,0,0,0
22778,7,MOVE_L,2359,0,0,0,0,10,0,248,0,0,0
22818,7,MOVE_L,2360,0,0,0,0,10,0,248,0,0,0
22858,7,MOVE_L,2361,0,0,0,0,10,0,248,0,0,0
22899,7,MOVE_L,2362,0,0,0,0,10,0,248,0,0,0
22944,7,MOVE_L,2363,0,0,0,0,10,0,248,0,0,0
22994,7,MOVE_L,2364,0,0,0,0,10,0,248,0,0,0
23036,7,MOVE_L,2365,0,0,0,0,10,0,248,0,0,0
23096,7,MOVE_L,2366,0,0,0,0,10,0,248,0,0,0
23116,7,MOVE_L,2367,0,0,0,0,10,0,248,0,0,0
23156,7,MOVE_L,2368,0,0,0,0,10,0,248,0,0,0
23196,7,MOVE_L,2369,0,0,0,0,10,0,248,0,0,0
23254,7,MOVE_L,2370,0,0,0,0,10,0,248,0,0,0
23276,7,MOVE_L,2371,0,0,0,0,10,0,248,0,0,0
23333,7,MOVE_L,2372,0,0,0,0,10,0,248,0,0,0
23355,7,MOVE_L,2373,0,0,0,0,10,0,248,0,0,0
23397,7,MOVE_L,2374,0,0,0,0,10,0,248,0,0,0
23442,7,MOVE_L,2375,0,0,0,0,10,0,248,0,0,0
23485,7,MOVE_L,2376,0,0,0,0,10,0,248,0,0,0
23550,7,MOVE_L,2377,0,0,0,0,10,0,248,0,0,0
23591,7,MOVE_L,2378,0,0,0,0,10,0,248,0,0,0
23633,7,MOVE_L,2379,0,0,0,0,10,0,248,0,0,0
23673,7,MOVE_L,2380,0,0,0,0,10,0,248,0,0,0
23716,7,MOVE_L,2381,0,0,0,0,10,0,248,0,0,0
23759,7,MOVE_L,2382,0,0,0,0,10,0,248,0,0,0
23809,7,MOVE_L,2383,0,0,0,0,10,0,248,0,0,0
23866,7,MOVE_L,2384,0,0,0,0,10,0,248,0,0,0
23888,7,MOVE_L,2385,0,0,0,0,10,0,248,0,0,0
23930,7,MOVE_L,2386,0,0,0,0,10,0,248,0,0,0
23970,7,MOVE_L,2387,0,0,0,0,10,0,248,0,0,0
24010,7,MOVE_L,2388,-1,0,1,0,11,0,248,0,0,0
24055,7,MOVE_L,2389,0,0,0,0,11,0,248,0,0,0
24097,8,WAIT_end,2390,0,0,0,0,11,0,248,0,0,0
24147,8,WAIT_end,2391,0,0,0,0,11,0,248,0,0,0
24194,8,WAIT_end,2392,0,0,0,0,11,0,248,0,0,0
24237,8,WAIT_end,2393,0,0,0,0,11,0,248,0,0,0
24286,8,WAIT_end,2394,0,0,0,0,11,0,248,0,0,0
24332,8,WAIT_end,2395,0,0,0,0,11,0,248,0,0,0
24372,8,WAIT_end,2396,0,0,0,0,11,0,248,0,0,0
24412,8,WAIT_end,2397,0,0,0,0,11,0,248,0,0,0
24452,8,WAIT_end,2398,0,0,0,0,11,0,248,0,0,0
24494,8,WAIT_end,2399,0,0,0,0,11,0,248,0,0,0
24535,8,WAIT_end,2400,0,0,0,0,11,0,248,0,0,0
24579,8,WAIT_end,2401,0,0,0,0,11,0,248,0,0,0
24626,8,WAIT_end,2402,0,0,0,0,11,0,248,0,0,0
24678,8,WAIT_end,2403,0,0,0,0,11,0,248,0,0,0
24726,8,WAIT_end,2404,0,0,0,0,11,0,248,0,0,0
24773,8,WAIT_end,2405,0,0,0,0,11,0,248,0,0,0
24813,8,WAIT_end,2406,0,0,0,0,11,0,248,0,0,0
24853,8,WAIT_end,2407,0,0,0,0,11,0,248,0,0,0
24896,8,WAIT_end,2408,0,0,0,0,11,0,248,0,0,0
24944,8,WAIT_end,2409,0,0,0,0,11,0,248,0,0,0
24995,8,WAIT_end,2410,0,0,0,0,11,0,248,0,0,0
25036,8,WAIT_end,2411,0,0,0,0,11,0,248,0,0,0
25096,8,WAIT_end,2412,0,0,0,0,11,0,248,0,0,0
25137,8,WAIT_end,2413,0,0,0,0,11,0,248,0,0,0
25177,8,WAIT_end,2414,0,0,0,0,11,0,248,0,0,0
25217,8,WAIT_end,2415,0,0,0,0,11,0,248,0,0,0
25257,8,WAIT_end,2416,0,0,0,0,11,0,248,0,0,0
25297,8,WAIT_end,2417,0,0,0,0,11,0,248,0,0,0
25338,8,WAIT_end,2418,0,0,0,0,11,0,248,0,0,0
25380,8,WAIT_end,2419,0,0,0,0,11,0,248,0,0,0
25424,8,WAIT_end,2420,0,0,0,0,11,0,248,0,0,0
25473,8,WAIT_end,2421,0,0,0,0,11,0,248,0,0,0
25518,8,WAIT_end,2422,0,0,0,0,11,0,248,0,0,0
25558,8,WAIT_end,2423,0,0,0,0,11,0,248,0,0,0
25598,8,WAIT_end,2424,0,0,0,0,11,0,248,0,0,0
25638,8,WAIT_end,2425,0,0,0,0,11,0,248,0,0,0
25678,8,WAIT_end,2426,0,0,0,0,11,0,248,0,0,0
25720,8,WAIT_end,2427,0,0,0,0,11,0,248,0,0,0
25764,8,WAIT_end,2428,0,0,0,0,11,0,248,0,0,0
25812,8,WAIT_end,2429,0,0,0,0,11,0,248,0,0,0
25859,8,WAIT_end,2430,0,0,0,0,11,0,248,0,0,0
25900,8,WAIT_end,2431,0,0,0,0,11,0,248,0,0,0
25952,8,WAIT_end,2432,0,0,0,0,11,0,248,0,0,0
25999,8,WAIT_end,2433,0,0,0,0,11,0,248,0,0,0
26039,8,WAIT_end,2434,0,0,0,0,11,0,244,0,0,0
