version,run,model,chunk_kb,direct_tensor,target_fps,prep_fps,invokes_per_frame,cam_id,width,height,warmup_frames,requested_frames,observed_frames,wall_us,fps,timeouts,start_count,end_count,latest_seq,latest_inv_ms,latest_total_ms,latest_memcpy_ms,latest_nms_ms,latest_cam_id,pipeline_processed,pipeline_dropped,pipeline_diag_fps,infer_ok,infer_fail,infer_ms_sum,infer_last_rc,prep_frames,prep_sem_wait_ms_sum,prep_cam_grab_ms_sum,prep_pxp_ms_sum,prep_quant_ms_sum,prep_total_ms_sum,direct_frames,direct_prep_buf_timeout,direct_infer_wait_timeout,direct_swap_fail
"SentAI v1.0 build 1544 (2026-06-24 11:07:59)","0","/yolo_1_class_512_1_upsample_512_inloc_de_1024_la_P5_32.tflite","128","1","0","0","1","0","512","512","5","100","100","4390419","22.776869","0","5","105","99","39","39","0","0","0","105","101","24.200001","105","0","4308","39","106","3058","73","861","0","4053","105","2","0","0"
