run_index,frame_interval_ms,prep_stall_ms,infer_stall_ms,num_detections
0,154,0,38,0
1,157,0,40,0
2,157,0,38,0
3,157,0,38,0
4,158,0,40,0
5,156,1,38,0
6,156,1,38,0
7,158,0,40,0
8,154,1,38,0
9,155,0,38,0
10,159,0,40,0
11,155,0,38,0
12,157,0,38,0
13,160,0,40,0
14,158,0,38,0
15,155,0,38,0
16,158,0,40,0
17,155,1,38,0
18,155,0,37,0
19,159,0,40,0
