run_index,frame_interval_ms,prep_stall_ms,infer_stall_ms,num_detections
0,155,0,38,0
1,161,0,41,0
2,153,0,38,0
3,157,0,38,0
4,159,0,40,0
5,154,0,38,0
6,156,0,37,0
7,158,0,40,0
8,156,1,38,0
9,155,0,37,0
10,160,0,40,0
11,150,0,35,0
12,161,0,40,0
13,153,1,38,0
14,159,0,40,0
15,154,0,38,0
16,159,0,41,0
17,154,0,35,0
18,159,0,40,0
19,153,0,38,0
