run_index,frame_interval_ms,prep_stall_ms,infer_stall_ms,num_detections
0,155,0,38,0
1,158,0,40,0
2,150,0,35,0
3,162,0,40,0
4,154,0,38,0
5,161,0,40,0
6,154,0,37,0
7,168,0,40,0
8,152,0,35,0
9,161,0,40,0
10,154,0,38,0
11,160,0,40,0
12,150,0,35,0
13,161,0,40,0
14,157,0,35,0
15,160,0,40,0
16,153,1,38,0
17,158,1,38,0
18,159,0,40,0
19,154,0,37,0
