run_index,frame_interval_ms,prep_stall_ms,infer_stall_ms,num_detections
0,156,0,38,0
1,158,0,40,0
2,154,0,37,0
3,158,0,38,0
4,159,0,40,0
5,154,0,38,0
6,156,0,38,0
7,164,0,40,0
8,155,1,38,0
9,155,0,37,0
10,158,0,40,0
11,153,0,38,0
12,156,0,37,0
13,159,0,40,0
14,155,0,38,1
15,155,0,38,1
16,158,0,40,0
17,152,0,35,0
18,160,0,40,0
19,155,0,38,0
