run_index,frame_interval_ms,prep_stall_ms,infer_stall_ms,num_detections
0,156,0,38,0
1,159,0,40,0
2,151,1,35,0
3,161,0,40,0
4,155,0,38,0
5,160,0,40,0
6,152,0,35,0
7,160,0,40,0
8,150,0,35,0
9,160,0,40,0
10,156,1,39,0
11,158,0,38,0
12,158,0,40,0
13,156,1,38,0
14,156,0,38,0
15,157,0,40,0
16,154,1,39,0
17,156,1,38,0
18,157,0,40,0
19,155,0,38,0
