seq,experiment,file,summary
1,e15_pipeline_parallel,/diags/s034_e15_vs_e16_x40/001_e15_pipeline_par_cam0_512x512.csv,cam0 512x512 fps_wall=15.5 fw_fps=14.2 dropped=0 dets=0
2,e16_camera_switch,/diags/s034_e15_vs_e16_x40/002_e16_camswitch_cam0_cam1.csv,cam0<->cam1 fps=4.8 sel=0.0 ten=180.0 inv=28.2
