run_index,frame_interval_ms,prep_stall_ms,infer_stall_ms,num_detections
0,156,0,38,0
1,158,0,40,0
2,154,1,38,0
3,155,1,38,0
4,158,1,41,0
5,154,1,38,0
6,158,0,38,0
7,159,0,41,0
8,153,0,38,0
9,156,1,38,0
10,158,0,41,0
11,154,1,38,0
12,157,0,38,0
13,165,0,40,0
14,158,0,38,0
15,156,0,37,0
16,159,0,40,0
17,160,1,38,1
18,155,1,38,0
19,158,1,41,0
