run_index,frame_interval_ms,prep_stall_ms,infer_stall_ms,num_detections
0,156,0,38,0
1,166,0,40,0
2,157,0,38,0
3,157,0,37,0
4,158,0,40,0
5,154,0,38,0
6,157,0,38,0
7,159,0,40,0
8,155,0,38,0
9,156,0,38,0
10,159,0,40,0
11,153,0,38,0
12,156,0,38,0
13,158,0,41,0
14,155,0,38,0
15,156,1,38,0
16,158,0,40,0
17,156,1,38,0
18,158,0,38,0
19,159,0,41,0
