$ /usr/bin/python3 emu/host/sentai_gazebo_uds_to_tcp_bridge.py --uds /tmp/sentai_emu_cam.sock --tcp-host 127.0.0.1 --tcp-port 30233 --max-fps 10.0
[uds-tcp] listening /tmp/sentai_emu_cam.sock
[uds-tcp] gz client connected
[uds-tcp] tcp connected 127.0.0.1:30233
[uds-tcp] frames=30 seq=30 forwarded=12 dropped=18
[uds-tcp] frames=60 seq=60 forwarded=25 dropped=35
[uds-tcp] frames=90 seq=90 forwarded=37 dropped=53
[uds-tcp] frames=120 seq=120 forwarded=48 dropped=72
[uds-tcp] frames=150 seq=150 forwarded=59 dropped=91
[uds-tcp] frames=180 seq=180 forwarded=70 dropped=110
[uds-tcp] frames=210 seq=210 forwarded=81 dropped=129
[uds-tcp] frames=240 seq=240 forwarded=92 dropped=148
[uds-tcp] frames=270 seq=270 forwarded=102 dropped=168
[uds-tcp] frames=300 seq=300 forwarded=112 dropped=188
[uds-tcp] frames=330 seq=330 forwarded=124 dropped=206
[uds-tcp] frames=360 seq=360 forwarded=134 dropped=226
[uds-tcp] frames=390 seq=390 forwarded=144 dropped=246
[uds-tcp] frames=420 seq=420 forwarded=155 dropped=265
[uds-tcp] frames=450 seq=450 forwarded=168 dropped=282
[uds-tcp] frames=480 seq=480 forwarded=179 dropped=301
[uds-tcp] frames=510 seq=510 forwarded=191 dropped=319
[uds-tcp] frames=540 seq=540 forwarded=202 dropped=338
[uds-tcp] frames=570 seq=570 forwarded=213 dropped=357
[uds-tcp] frames=600 seq=600 forwarded=223 dropped=377
[uds-tcp] frames=630 seq=630 forwarded=234 dropped=396
[uds-tcp] frames=660 seq=660 forwarded=247 dropped=413
[uds-tcp] frames=690 seq=690 forwarded=259 dropped=431
[uds-tcp] frames=720 seq=720 forwarded=270 dropped=450
[uds-tcp] frames=750 seq=750 forwarded=281 dropped=469
[uds-tcp] frames=780 seq=780 forwarded=292 dropped=488
[uds-tcp] frames=810 seq=810 forwarded=303 dropped=507
[uds-tcp] frames=840 seq=840 forwarded=313 dropped=527
[uds-tcp] frames=870 seq=870 forwarded=326 dropped=544
[uds-tcp] frames=900 seq=900 forwarded=338 dropped=562
[uds-tcp] frames=930 seq=930 forwarded=349 dropped=581
[uds-tcp] frames=960 seq=960 forwarded=360 dropped=600
[uds-tcp] frames=990 seq=990 forwarded=371 dropped=619
[uds-tcp] frames=1020 seq=1020 forwarded=381 dropped=639
[uds-tcp] frames=1050 seq=1050 forwarded=392 dropped=658
[uds-tcp] frames=1080 seq=1080 forwarded=404 dropped=676
[uds-tcp] frames=1110 seq=1110 forwarded=414 dropped=696
[uds-tcp] frames=1140 seq=1140 forwarded=424 dropped=716
