run_index,frame_interval_ms,prep_stall_ms,infer_stall_ms,num_detections
0,144,25,15,0
1,67,26,16,0
2,92,0,41,0
3,66,0,42,0
4,64,0,42,0
5,63,0,41,0
6,64,0,41,0
7,67,0,44,0
8,63,0,42,0
9,63,0,41,0
10,64,0,41,0
11,65,0,41,0
12,64,0,41,0
13,68,0,45,0
14,61,0,41,0
15,71,0,41,0
16,64,0,41,0
17,64,1,41,0
18,66,0,44,0
19,63,0,41,0
