run_index,frame_interval_ms,prep_stall_ms,infer_stall_ms,num_detections
0,141,23,15,0
1,67,27,15,0
2,94,0,41,0
3,63,0,42,0
4,63,0,41,0
5,63,0,41,0
6,64,0,41,0
7,67,0,44,0
8,62,0,41,0
9,65,1,42,0
10,64,0,41,0
11,63,0,41,0
12,63,1,41,0
13,67,0,44,0
14,63,0,41,0
15,67,0,42,0
16,64,0,41,0
17,64,0,41,0
18,66,0,44,0
19,62,0,41,0
