run_index,frame_interval_ms,prep_stall_ms,infer_stall_ms,num_detections
0,134,26,15,0
1,68,28,15,0
2,93,0,41,0
3,65,0,42,0
4,63,0,41,0
5,63,0,41,0
6,64,0,41,0
7,68,0,44,0
8,62,0,41,0
9,65,1,42,0
10,65,1,42,0
11,63,0,41,0
12,64,1,41,0
13,66,0,44,0
14,65,0,42,0
15,64,0,42,0
16,63,0,41,0
17,64,0,41,0
18,67,0,44,0
19,62,0,41,0
