version,run,model,chunk_kb,prep_fps,ipf,multi_invoke_mode,direct_tensor,target_fps,cam_id,width,height,warmup_frames,requested_frames,observed_frames,wall_us,frame_fps,invoke_ok,invoke_fail,invoke_fps,invokes_per_observed_frame,timeouts,start_count,end_count,latest_seq,latest_inv_ms,latest_total_ms,latest_memcpy_ms,latest_nms_ms,latest_cam_id,pipeline_processed,pipeline_dropped,pipeline_diag_fps,infer_ms_delta,infer_last_rc,prep_frames_delta,prep_sem_wait_ms_delta,prep_cam_grab_ms_delta,prep_pxp_ms_delta,prep_quant_ms_delta,prep_total_ms_delta,direct_frames_delta,direct_prep_buf_timeout_delta,direct_infer_wait_timeout_delta,direct_swap_fail_delta
"SentAI v1.0 build 1544 (2026-06-24 11:07:59)","0","/yolo_1_class_512_1_upsample_512_inloc_de_1024_la_P5_32.tflite","128","0","1","0","1","0","0","512","512","5","100","100","4235394","23.610554","100","0","23.610554","1.000000","0","5","105","98","38","38","0","0","0","105","101","25.200001","3815","38","100","2921","47","815","0","3825","100","0","0","0"
