version,run,model,chunk_kb,prep_fps,ipf,multi_invoke_mode,direct_tensor,target_fps,cam_id,width,height,warmup_frames,requested_frames,observed_frames,wall_us,frame_fps,invoke_ok,invoke_fail,invoke_fps,invokes_per_observed_frame,timeouts,start_count,end_count,latest_seq,latest_inv_ms,latest_total_ms,latest_memcpy_ms,latest_nms_ms,latest_cam_id,pipeline_processed,pipeline_dropped,pipeline_diag_fps,infer_ms_delta,infer_last_rc,prep_frames_delta,prep_sem_wait_ms_delta,prep_cam_grab_ms_delta,prep_pxp_ms_delta,prep_quant_ms_delta,prep_total_ms_delta,direct_frames_delta,direct_prep_buf_timeout_delta,direct_infer_wait_timeout_delta,direct_swap_fail_delta
"SentAI v1.0 build 1544 (2026-06-24 11:07:59)","1","/yolo_1_class_512_1_upsample_512_inloc_de_1024_la_P5_32.tflite","128","30","1","0","1","0","0","512","512","5","100","100","4234733","23.614239","100","0","23.614239","1.000000","0","5","105","97","37","37","0","0","0","105","101","25.000000","3850","37","100","2961","43","814","0","3860","100","0","0","0"
