run_index,frame_interval_ms,prep_stall_ms,infer_stall_ms,num_detections
0,162,0,40,0
1,157,1,38,0
2,159,0,40,0
3,154,0,35,0
4,162,0,40,0
5,152,0,35,0
6,162,0,41,0
7,153,1,38,0
8,156,0,38,0
9,162,0,40,0
10,153,1,39,0
11,157,0,38,0
12,159,0,40,0
13,154,0,38,0
14,155,0,38,0
15,158,0,40,0
16,153,0,38,0
17,160,1,38,0
18,159,0,40,0
19,157,1,38,0
