run_index,frame_interval_ms,prep_stall_ms,infer_stall_ms,num_detections
0,156,1,38,0
1,164,0,40,0
2,153,0,38,0
3,158,1,38,0
4,158,0,40,0
5,155,0,38,0
6,158,1,38,0
7,160,0,40,0
8,154,1,38,0
9,157,0,38,0
10,159,1,41,0
11,153,0,37,0
12,156,1,38,0
13,158,0,41,0
14,155,0,38,0
15,157,1,38,0
16,158,0,40,0
17,156,1,38,0
18,156,0,38,0
19,160,0,40,0
