run_index,frame_interval_ms,prep_stall_ms,infer_stall_ms,num_detections
0,154,1,38,0
1,160,0,41,0
2,154,0,38,0
3,157,1,38,0
4,159,0,40,0
5,154,1,38,0
6,155,0,38,0
7,160,0,40,0
8,154,1,38,0
9,158,1,38,0
10,159,0,40,0
11,157,0,38,0
12,155,1,38,0
13,159,0,41,0
14,155,1,38,0
15,156,1,38,0
16,158,0,41,1
17,156,1,38,0
18,155,0,38,0
19,158,0,40,0
