run_index,frame_interval_ms,prep_stall_ms,infer_stall_ms,num_detections
0,156,0,38,0
1,159,0,40,0
2,153,0,38,0
3,156,1,38,0
4,159,0,41,0
5,159,1,38,0
6,154,0,37,0
7,160,0,41,0
8,155,0,38,0
9,156,1,38,0
10,158,1,41,0
11,155,1,38,0
12,160,0,38,0
13,161,0,40,0
14,153,0,37,0
15,155,0,38,0
16,158,0,41,0
17,153,0,37,0
18,157,0,37,0
19,158,0,40,0
