run_index,frame_interval_ms,prep_stall_ms,infer_stall_ms,num_detections
0,155,0,38,0
1,159,0,40,0
2,154,1,38,0
3,155,1,38,0
4,157,0,41,0
5,150,0,35,0
6,160,0,40,0
7,155,0,38,0
8,159,0,41,0
9,152,1,35,0
10,161,1,41,0
11,149,0,35,0
12,160,0,40,0
13,157,0,38,0
14,162,0,40,0
15,154,0,35,0
16,160,1,41,0
17,152,0,34,0
18,160,0,40,0
19,155,0,38,0
