run_index,frame_interval_ms,prep_stall_ms,infer_stall_ms,num_detections
0,156,0,38,0
1,162,0,40,0
2,154,0,38,0
3,156,0,38,0
4,159,1,41,0
5,154,1,38,0
6,159,1,38,0
7,158,0,40,0
8,154,0,38,0
9,156,0,38,0
10,158,0,40,0
11,153,0,38,0
12,156,1,38,0
13,171,0,40,0
14,155,0,38,0
15,157,0,37,0
16,164,1,41,0
17,158,1,38,0
18,156,0,38,0
19,159,0,40,0
